LINK PARA AVALIAÇÃO - RECOMENDAÇÃO 1;LINK VENDA 1;Scrape_Status;title;image_url;price;user_rating_stars;user_rating_count;description_about_this_item;seller_name;;;;;;;;;
https://www.amazon.com.br/Batedeira-Planet%C3%A1ria-Bowl-Inox-Oster/dp/B07SH2G4RK/ref=sr_1_12?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=3H8PEVJHVXI5R&dib=eyJ2IjoiMSJ9.NUzR_FLrX7dgTGjvB2scNUh6qScUXeb6V7AipnvJdfswCDSUui0DYZlepCkEvPMeHB9Iui5AROosx-cHlHio6rOSZV7AbqeZLdse_Tu3n7fAaIGM0s9w5J3rrgzdQGIScK6NQgOYxcq2ieO-qDvtlqghu8i3Oc3bDqGDRF43WbW9-LEhgVdSDwsfC15n7f1sPpUyqJw5w9P_PkVXMB6ujl80PGH5QoUB_JRJnMQwzjXsZsGpSS8c0WXPvAqU9C6sG1cpHSa1pGPI1jwYcYs4ZEYT9bwg6HzWh9mnXTi2wNg._Tblm2xG_ngm7HhQ8cb-GVnbY2iycUGVUvSb954_ltc&dib_tag=se&keywords=BATEDEIRA%2BPLANET%C3%81RIA&m=A1ZZFT5FULY4LN&qid=1756187059&refinements=p_6%3AA1ZZFT5FULY4LN&rnid=15137643011&sprefix=batedeira%2Bplanet%C3%A1ria%2Caps%2C226&sr=8-12&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147&th=1;https://amzn.to/45VP0e8;Sucesso;Batedeira Planetária Bowl, Inox, 127v, Oster;https://m.media-amazon.com/images/I/512FGP5A79L.__AC_SX300_SY300_QL70_ML2_.jpg;R$509,90;4,8 de 5 estrelas;2.056 avaliações de clientes;"Bowl inox multifuncional, pode ser utilizado também como forma, no freezer e no forno
12 velocidades função partida suave
Tampa anti-respingos
Mais estabilidade, ventosas ultra resistentes mantem a estabilidade ate no preparo de massas mais pesadas
750 watts";N/A;;;;;;;;;
https://www.amazon.com.br/Secador-Salada-2-8-Plas%C3%BAtil-Verde/dp/B07DNW7LHZ/ref=sr_1_6?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=2H1B3IV254ISV&dib=eyJ2IjoiMSJ9.j-nGWzMaY3tvD_WyghoLYJphQ-4aAwbRO-nxP9A-bHWfRHOpNy6FEWYeRw6Ox6NVCRZFn0FGTcQYpeEV2XzwLbcTb4DXRSGO0FFj_Qt48l4IpejLbcdTYFSl7XVZxIXkxRkTpZ6OfEYOLKVyD_R6y3F0EUK_Pl3zbpx4Hc-qHfQg7ZS71YlReVniIj1sLSzy5Eh4rXOYBXlM8-_lvgzWoRAQ6fwR51RnbA0GsS5yp06HM0XMdf-_uCqnKvsKscWoVpXiTOvkVtbNzKa2pye5uw1uudwXoSxu2M7B0vrBuMM.10EP91CL4X20K5SPE06jvfHYYdFv9Ht2N6hJQnlSM6s&dib_tag=se&keywords=SECADOR+DE+SALADA&qid=1756187450&sprefix=secador+de+salada%2Caps%2C510&sr=8-6;https://amzn.to/4m4Cy1P;Sucesso;Secador De Salada 2.8 L, Plasútil;https://m.media-amazon.com/images/I/51KFRKrL7AL.__AC_SX300_SY300_QL70_ML2_.jpg;R$38,96;4,6 de 5 estrelas;2.293 avaliações de clientes;"Fabricado em polipropileno pp; produto livre de bisfenol-a BPA
Tampa com suporte giratório, pegador e cesto
Praticidade para o seu dia
Marca: Plasútil";N/A;;;;;;;;;
https://www.amazon.com.br/Secador-Organizador-Salada-Clear-Fresh/dp/B0DJ3KT5WN/ref=sr_1_5_mod_primary_new?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=2H1B3IV254ISV&dib=eyJ2IjoiMSJ9.j-nGWzMaY3tvD_WyghoLYJphQ-4aAwbRO-nxP9A-bHWfRHOpNy6FEWYeRw6Ox6NVCRZFn0FGTcQYpeEV2XzwLbcTb4DXRSGO0FFj_Qt48l4IpejLbcdTYFSl7XVZxIXkxRkTpZ6OfEYOLKVyD_R6y3F0EUK_Pl3zbpx4Hc-qHfQg7ZS71YlReVniIj1sLSzy5Eh4rXOYBXlM8-_lvgzWoRAQ6fwR51RnbA0GsS5yp06HM0XMdf-_uCqnKvsKscWoVpXiTOvkVtbNzKa2pye5uw1uudwXoSxu2M7B0vrBuMM.10EP91CL4X20K5SPE06jvfHYYdFv9Ht2N6hJQnlSM6s&dib_tag=se&keywords=SECADOR+DE+SALADA&qid=1756187450&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=secador+de+salada%2Caps%2C510&sr=8-5;https://amzn.to/463EQt3;Sucesso;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;
https://www.amazon.com.br/IMUSA-Espremedor-lim%C3%A3o-00285-verde/dp/B00164VNVY/ref=sr_1_5?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=17NJ72V8Q29JG&dib=eyJ2IjoiMSJ9.MyGX7bSXdH9jNrxLUZMyY6zvVAQl9yaCF05bzVpP6Pa4nWkhLENBu8pyUjvWDj2kCU-d6TscwU16QM4WokGiPK1lk6Fb-XAr83fow-5pSwnFNpaBfIxyrENk0eRTomzZ-dmRI-R-jIbCnyEBxTHocSDbKx7VD3lrE0wFHWml9LMcJ9vlbTIMbD1Ini8WGulTEXtqamHscTIJK7CkSuls6krY9cbmtXKYRSMHDtfspRQyAMx2TKMiW-4bYKiQNLbyG_eBEIZGSfosgQDCH_UOozjmdhoIipUl6d7MRvvJ4rc.fJyQT-O-HQJBZScdFK3VyqSTydJFgN1cCkLa1ew9kxg&dib_tag=se&keywords=ESPREMEDOR%2BDE%2BLIM%C3%83O&qid=1756187626&sprefix=espremedor%2Bde%2Blim%C3%A3o%2Caps%2C219&sr=8-5&th=1;https://amzn.to/41QUuWc;Sucesso;IMUSA Espremedor de limão USA J100 -00285, verde (J100 - 00285);https://m.media-amazon.com/images/I/61VWq2sIohL.__AC_SX300_SY300_QL70_ML2_.jpg;R$35,28;4,8 de 5 estrelas;17.769 avaliações de clientes;"Feito de alumínio durável e pintado de verde
Fácil de usar e extrai suco puro sem sementes ou polpa
Ideal para extrair suco cítrico
Anel de metal para pendurar facilmente
Para uso diário em ceviche, limonada, margaritas, mojos e marinadas";N/A;;;;;;;;;
https://www.amazon.com.br/Panela-El%C3%A9trica-Oster-CKSTRC4723-017-Vermelho/dp/B0748VSP1S/ref=sr_1_6?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=3548CL714RURR&dib=eyJ2IjoiMSJ9.jrLfRsNh8VxjHnMxqUl6OHGTi8HfBj184b2Dw1WkKTKZXeTE3CYCDsdwkN6nfU7z818_fbSRgwVt8fLtFGsX5H5I1cc7ZfCoBjVD_x5tuGFimS-PnkjnzygBDm73Pw-4wSiJPvZpx6zbVxNpVPOpcMFoXlN6JFUMo9beyRcngQShJYaERc3x0fkBMumVNE54jGDjcWhEGZu8s1fWwcBY0mAAWBUcRUBI5ZCXb7jd1kdO1vP1U14WgGZcAVzUOX1_LMfa5DpJQ4rsrv6auehsDGwB-mipobe7wu2BTirEh98.w0IAEpCzQRI6lxJnq6pV2GCTXFJqze1dLp2s_oFC-hA&dib_tag=se&keywords=PANELA%2BDE%2BARROZ&qid=1756187928&sprefix=panela%2Bde%2Barroz%2Caps%2C560&sr=8-6&th=1;https://amzn.to/4mvx4Oh;Sucesso;Panela Elétrica de Arroz, Vermelho, 110v, Oster;https://m.media-amazon.com/images/I/511PXCN4rYL.__AC_SX300_SY300_QL70_ML2_.jpg;R$137,00;4,6 de 5 estrelas;2.978 avaliações de clientes;"Recipiente interno antiaderente é removível e tem capacidade para até 3 copos
Sistema de aquecimento que mantém o alimento quente após terminar o preparo
Acompanha vaporeira que permite cozinhar alimentos no vapor, preservando todos os nutrientes
Tampa de vidro refratário com ventilação que permite visualizar o preparo da sua refeição
Acompanha copo e colher";N/A;;;;;;;;;
https://www.amazon.com.br/Panela-Arroz-Bianca-Mondial-NPE-05-5X/dp/B07QQVGCW6/ref=sr_1_9?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=3548CL714RURR&dib=eyJ2IjoiMSJ9.jrLfRsNh8VxjHnMxqUl6OHGTi8HfBj184b2Dw1WkKTKZXeTE3CYCDsdwkN6nfU7z818_fbSRgwVt8fLtFGsX5H5I1cc7ZfCoBjVD_x5tuGFimS-PnkjnzygBDm73Pw-4wSiJPvZpx6zbVxNpVPOpcMFoXlN6JFUMo9beyRcngQShJYaERc3x0fkBMumVNE54jGDjcWhEGZu8s1fWwcBY0mAAWBUcRUBI5ZCXb7jd1kdO1vP1U14WgGZcAVzUOX1_LMfa5DpJQ4rsrv6auehsDGwB-mipobe7wu2BTirEh98.w0IAEpCzQRI6lxJnq6pV2GCTXFJqze1dLp2s_oFC-hA&dib_tag=se&keywords=PANELA%2BDE%2BARROZ&qid=1756187928&sprefix=panela%2Bde%2Barroz%2Caps%2C560&sr=8-9&ufe=app_do%3Aamzn1.fos.6a09f7ec-d911-4889-ad70-de8dd83c8a74&th=1;https://amzn.to/45A26yD;Sucesso;Panela De Arroz Bianca Rice 5, Mondial, Branco, 400W, 220V - NPE-05-5X;https://m.media-amazon.com/images/I/71ZgR21uUzL.__AC_SX300_SY300_QL70_ML2_.jpg;R$125,00;4,6 de 5 estrelas;3.101 avaliações de clientes;"CAPACIDADE DE 5 XÍCARAS: Capacidade ideal para o arroz do dia a dia e outras receitas.
VERSATILIDADE DE RECEITAS: Prepare arroz, risotos, legumes, molhos, arroz doce e muito mais!
VÁLVULA DE SAÍDA DE VAPOR: Mantém a pressão interna e libera o excesso de vapor para um cozimento perfeito.
FUNÇÃO AQUECER: O sistema de aquecimento automático conserva o arroz fresco e quentinho por até 8 horas.
ACESSÓRIO COZI VAPOR: Acompanha cesto que permite cozinhar deliciosos legumes e verduras a vapor, sem perder seus nutrientes.";N/A;;;;;;;;;
https://www.amazon.com.br/Protetora-Anti-Corte-Prote%C3%A7%C3%A3o-Tecido-Fibra/dp/B07YVKR1DY/ref=sr_1_1?dib=eyJ2IjoiMSJ9.ddBgoE6n_MywSHTz_yeSfeSH7IfwszzJu8QilJ_GoP1ofeSBfg3emTTiXQJbABtkY4OhwejFb4pcx-HRUEJR2zG3_U4f-5Gzcqf48X9FXfDDTIwUhwbOMg_UATALMLxIGhKtt9c8nUOGio9bFdCPiYMWNcBlbF54MJ5Lnbayr67kL4Gj1nbnzLBKhtKQT2mqrUvgDaUMnmn5v8fpWngmGI0312myXcnofUmauNJd5mQ.mpR8hjqigLAexrS1_eOphiWRwddGjDh04vwdkehzod4&dib_tag=se&keywords=LUVA+ANTI+CORTE&m=A1ZZFT5FULY4LN&qid=1756179815&refinements=p_6%3AA1ZZFT5FULY4LN&rnid=15137643011&sr=8-1;https://amzn.to/4n05J6H;Sucesso;Tuut Luva Protetora Anti-Corte em Fibra de Vidro – Segurança e Resistência;https://m.media-amazon.com/images/I/91p9PxEfZkS.__AC_SX300_SY300_QL70_ML2_.jpg;R$23,00;4,2 de 5 estrelas;386 avaliações de clientes;"Proteção máxima contra cortes
Fabricada com fibra de vidro resistente
Confortável e flexível para uso prolongado
Tamanho único
Adequada para uso em diversas atividades";N/A;;;;;;;;;
https://www.amazon.com.br/Neoprene-Grande-Amarela-Vonder-VDO2381/dp/B0779CNCBR/ref=sr_1_2?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=10RB56VN0B8YS&dib=eyJ2IjoiMSJ9.48itnDGx8xDDM6RqZXyJOimisVK4T9iM-_2r8RyETEk59-0rsx-xA-jeOPRWbqC5kCYkEmi1cVWxI5_qmgKTGi4JGG9hGWwf_023lCJrPUA51S2n6wHFCF3BwDLPCKCSh7nFw4ZOINSrpDBYsO6s9siWltDTaDZK-D8YF-dVNwQHahCc89IziKPgSK7qc6_W5JxJSB9t1CvZ8XRrIxCF649x_WEez_4A1b5sp4zvd1s3ImMpiQF4TxNJ1TxOEmwp0kqcK0TYgXMq4udkr0-p9xC_fbjMKjCgCGJe1mFzEUc.z17Igzl39r-aCayFcacxueCak6KhrUrVufN6EFEkBdA&dib_tag=se&keywords=luva%2Bneoprene%2Blatex&qid=1756213900&sprefix=luva%2Bneoprene%2Bl%C3%A1tex%2Caps%2C246&sr=8-2&th=1;https://amzn.to/4mzUClr;Sucesso;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
